target,label,koi_name,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,koi_period,koi_depth,koi_snr
KIC 6124941,FALSE POSITIVE,K01058.01,0,0,1,0,5.670155713,536.7,37.3
KIC 6060203,CONFIRMED,K01059.01,0,0,0,0,1.022678654,129.2,21.6
KIC 5880320,CONFIRMED,K01060.01,0,0,0,0,12.10968709,284.7,33.4
KIC 6307537,FALSE POSITIVE,K01120.01,0,1,0,0,29.74454668,66894,765.0
KIC 6359798,FALSE POSITIVE,K01121.01,0,1,0,0,14.15402428,61625.1,930.3
KIC 6311681,FALSE POSITIVE,K01122.01,0,1,1,0,0.844786082,2468.5,245.6
KIC 6365321,FALSE POSITIVE,K01123.01,0,1,0,0,0.848483947,1907.4,185.0
KIC 6301035,FALSE POSITIVE,K01124.01,0,1,1,1,11.99097576,2124.3,102.8
KIC 3859079,CONFIRMED,K01199.01,0,0,0,0,53.5292702,1086.1,34.5
KIC 3557493,FALSE POSITIVE,K01200.01,0,0,0,1,0.393726813,564.6,64.8
KIC 4061149,CONFIRMED,K01201.01,0,0,0,0,2.757584622,563.1,19.6
KIC 3444588,CONFIRMED,K01202.01,0,0,0,0,0.928310036,376.2,22.6
KIC 3962243,CONFIRMED,K01203.01,0,0,0,0,31.8841473,910,25.3
KIC 10015516,FALSE POSITIVE,K00990.01,0,0,0,0,67.69213907,25457.2,1328.2
KIC 10154388,CONFIRMED,K00991.01,0,0,0,0,12.06222962,300.2,32.4
KIC 1432789,CONFIRMED,K00992.01,0,0,0,0,9.93146307,398.6,26.2
KIC 1718189,CONFIRMED,K00993.01,0,0,0,0,21.85362905,355.6,23.0
KIC 5130369,FALSE POSITIVE,K00140.01,0,1,1,1,19.97867,944.3,86.2
KIC 6037187,CONFIRMED,K01061.01,0,0,0,0,41.8059544,434.4,28.3
KIC 6147122,FALSE POSITIVE,K01062.01,0,1,1,0,15.45158184,85.3,21.0
KIC 8257407,FALSE POSITIVE,K01063.01,0,1,0,0,89.698168533,273106,3420.3
KIC 8218274,FALSE POSITIVE,K01064.01,0,1,0,0,1.187352427,20703,717.4
KIC 3964562,FALSE POSITIVE,K00015.01,0,1,1,1,3.012476582,1138.5,253.4
KIC 5735762,CONFIRMED,K00148.01,0,0,0,0,4.77800306,473,115.4
KIC 6292162,FALSE POSITIVE,K01125.01,0,1,0,0,7.814839231,2010.3,100.0
KIC 6307521,FALSE POSITIVE,K01126.01,0,1,1,1,29.7452499,778.9,55.9
KIC 6359320,CONFIRMED,K01127.01,0,0,0,0,5.32667299,611.4,34.1
KIC 3848972,FALSE POSITIVE,K01187.01,0,1,0,0,0.741057213,1996.3,251.9
KIC 3860441,FALSE POSITIVE,K01188.01,0,0,1,0,2.988085455,802.8,48.2
KIC 3765771,FALSE POSITIVE,K01189.01,0,1,1,0,2.783883492,903.9,86.1
KIC 3557341,FALSE POSITIVE,K01190.01,1,0,0,1,0.393727296,903.5,82.4
KIC 3859628,CONFIRMED,K01191.01,0,0,0,0,8.17242644,864.3,37.0
KIC 3644071,FALSE POSITIVE,K01192.02,1,0,0,1,359.047933,5622.7,91.1
KIC 1431122,CANDIDATE,K00994.01,0,0,0,0,4.2989201,237.6,20.0
KIC 3858949,FALSE POSITIVE,K00995.01,0,1,1,1,25.9518461,1058.5,65.8
KIC 3858824,FALSE POSITIVE,K00996.01,0,1,1,1,25.9518536,2017.9,79.4
KIC 2157247,FALSE POSITIVE,K00997.01,0,0,0,0,5.68628739,5559.7,414.4
KIC 7601633,FALSE POSITIVE,K00136.01,0,1,0,0,15.663886949,5144.4,175.9
KIC 8242681,FALSE POSITIVE,K01065.01,0,1,0,0,4.020628573,20901,282.6
KIC 8260218,CANDIDATE,K01066.01,0,0,0,0,5.714817603,12294.8,537.7
KIC 8246781,FALSE POSITIVE,K01067.01,0,1,0,0,185.02288222,43546.7,938.2
KIC 8264070,FALSE POSITIVE,K01068.01,0,1,1,1,2.897432135,1223.7,73.9
KIC 8222813,CONFIRMED,K01069.01,0,0,0,0,8.70420525,1074.9,74.0
KIC 6362874,CONFIRMED,K01128.01,0,0,0,0,0.974868896,197.6,82.6
KIC 6272413,CONFIRMED,K01129.01,0,0,0,0,4.89721006,274.4,16.9
KIC 8279765,FALSE POSITIVE,K01130.01,0,1,0,0,2.757794163,39043,349.2
KIC 8330548,FALSE POSITIVE,K01132.01,0,0,1,1,1.914158508,7829.2,124.6
KIC 3348082,CONFIRMED,K01196.02,0,0,0,0,11.63486009,292.3,18.4
KIC 3853673,FALSE POSITIVE,K01197.01,0,1,1,0,0.643794198,456.7,53.7
KIC 3447722,CONFIRMED,K01198.01,0,0,0,0,16.08832318,597.8,31.3
KIC 1432214,FALSE POSITIVE,K00998.01,0,1,0,0,161.78832712,87750,704.5
KIC 2165002,CONFIRMED,K00999.01,0,0,0,0,16.56806842,1331.4,41.9
KIC 2441728,FALSE POSITIVE,K01000.01,0,0,1,0,0.856895349,82.2,33.1
KIC 1871056,CONFIRMED,K01001.01,0,0,0,0,40.8065333,313.9,54.8
KIC 12105051,CANDIDATE,K00141.01,0,0,0,0,2.624234833,2607,361.1
KIC 8240904,CONFIRMED,K01070.01,0,0,0,0,6.61836309,549.1,31.5
KIC 8374494,FALSE POSITIVE,K01133.01,0,1,1,1,5.251916208,10624.3,146.3
KIC 8414907,FALSE POSITIVE,K01134.01,1,0,1,1,100.3039228,5450,63.2
KIC 8397446,FALSE POSITIVE,K01135.01,1,0,1,0,0.986620248,1345.8,117.7
KIC 8386035,FALSE POSITIVE,K01136.01,1,0,1,1,1.63484631,,
KIC 3438507,CONFIRMED,K01204.01,0,0,0,0,8.39842977,340.1,28.0
KIC 3869014,CONFIRMED,K01205.01,0,0,0,0,8.63847391,395.9,38.6
KIC 3756801,CANDIDATE,K01206.01,0,0,0,0,422.917678,1367.7,61.7
KIC 1865042,CONFIRMED,K01002.01,0,0,0,0,3.4815917,135.2,23.4
KIC 2438502,FALSE POSITIVE,K01003.01,0,1,0,0,8.360616221,28066.3,425.6
KIC 2309585,FALSE POSITIVE,K01004.01,0,1,1,1,1.838514968,2721.7,63.7
KIC 5780460,CONFIRMED,K01005.01,0,0,0,0,35.61760233,4634.9,155.0
KIC 8244190,FALSE POSITIVE,K01071.01,0,0,1,1,1.09206833,219.2,45.5
KIC 8229696,CONFIRMED,K01072.01,0,0,0,0,10.12805158,477.4,38.0
KIC 8262210,FALSE POSITIVE,K01073.01,0,1,1,1,1.613001111,104.1,19.3
KIC 10272640,CONFIRMED,K01074.01,0,0,0,0,3.770551475,12440,100.8
KIC 10232123,FALSE POSITIVE,K01075.01,0,0,1,0,1.343767797,4702.6,269.8
KIC 10223616,FALSE POSITIVE,K01076.01,1,0,0,0,29.12436474,6496,63.4
KIC 8415745,FALSE POSITIVE,K01138.01,0,1,1,0,31.82814583,4456.8,78.7
KIC 8378634,FALSE POSITIVE,K01139.01,0,1,1,1,3.629442796,426.6,76.4
KIC 8397675,FALSE POSITIVE,K01140.01,0,1,0,0,0.553261874,1038.1,202.2
KIC 8346392,CONFIRMED,K01141.01,0,0,0,0,5.72812616,643.4,20.8
KIC 8288947,CONFIRMED,K01142.01,0,0,0,0,3.75574267,417.4,27.9
KIC 8312852,FALSE POSITIVE,K01143.01,0,0,1,0,7.44042933,547.3,34.0
KIC 9480189,CONFIRMED,K00941.01,0,0,0,0,6.581477136,2318.9,116.2
KIC 11974540,CONFIRMED,K00129.01,0,1,0,0,24.669192732,7382.3,603.0
KIC 9512687,CONFIRMED,K00942.01,0,0,0,0,11.51517167,1357.4,53.2
KIC 8644288,CONFIRMED,K00137.01,0,0,0,0,7.641567589,2269.7,437.5
KIC 5738346,FALSE POSITIVE,K01006.01,0,1,0,0,30.6113932,3472,37.5
KIC 1725016,CONFIRMED,K01007.01,0,0,0,0,7.40742502,442,23.1
KIC 1722276,FALSE POSITIVE,K01008.01,1,0,0,0,569.934135,18904,66.7
KIC 892772,FALSE POSITIVE,K01009.01,0,0,1,0,5.09246539,254,17.1
KIC 1027438,FALSE POSITIVE,K01010.01,1,0,0,0,110.61576622,,
KIC 10268907,FALSE POSITIVE,K01077.01,0,0,0,1,1.103971357,317.9,21.7
KIC 5446285,CONFIRMED,K00142.01,0,0,0,0,10.916108342,1479,302.2
KIC 10166274,CONFIRMED,K01078.01,0,0,0,0,3.353732008,1264.7,47.8
KIC 10153827,FALSE POSITIVE,K01079.01,0,0,0,0,0.293630085,2017.7,170.0
KIC 8302450,FALSE POSITIVE,K01144.01,0,0,1,1,2.44199803,251.7,27.2
KIC 8313667,CANDIDATE,K01145.01,0,0,0,0,30.5872153,464.8,33.1
KIC 8351704,CONFIRMED,K01146.01,0,0,0,0,7.09712124,369.5,18.3
KIC 8299955,FALSE POSITIVE,K01147.01,0,0,1,1,2.6827683,79.8,26.7
KIC 9513865,CONFIRMED,K00943.01,0,0,0,0,3.601465336,777.7,50.7
KIC 9595686,FALSE POSITIVE,K00944.01,0,1,1,0,3.108251172,1867.7,156.5
KIC 9605514,CONFIRMED,K00945.01,0,0,0,0,25.8474958,537.4,27.3
KIC 9661877,FALSE POSITIVE,K00946.01,0,1,1,1,20.42720701,1273,36.7
KIC 5728283,FALSE POSITIVE,K01011.01,0,1,0,0,6.198273591,47302.6,2561.1
KIC 8127639,FALSE POSITIVE,K01012.01,0,0,1,1,1.023471798,861.4,63.0
KIC 6047498,FALSE POSITIVE,K01013.01,0,1,0,0,0.51872711,714.1,93.3
KIC 8125580,CONFIRMED,K01014.01,0,0,0,0,17.31711739,1473,35.9
KIC 8158127,CONFIRMED,K01015.01,0,0,0,0,9.42889884,565.4,50.4
KIC 10158990,FALSE POSITIVE,K01080.01,0,1,1,1,1.096583368,308.5,44.3
KIC 10149023,CANDIDATE,K01081.01,0,0,0,0,9.95639775,510.5,32.9
KIC 10141900,CONFIRMED,K01082.01,0,0,0,0,6.50327035,418.3,19.0
KIC 8410727,CONFIRMED,K01148.01,0,0,0,0,11.47609015,182.3,27.7
KIC 8349405,FALSE POSITIVE,K01149.01,1,0,0,0,7.1688266,,
KIC 8278371,CONFIRMED,K01150.01,0,0,0,0,0.677374687,76.7,38.7
KIC 8280511,CONFIRMED,K01151.01,0,0,0,0,10.43547031,210.2,36.7
KIC 9710326,CONFIRMED,K00947.01,0,0,0,0,28.59914031,1585.1,53.8
KIC 9761882,CONFIRMED,K00948.01,0,0,0,0,24.58716355,907.5,35.6
KIC 5297298,FALSE POSITIVE,K00130.01,0,1,0,0,34.193600311,13714.8,1405.6
KIC 9766437,CONFIRMED,K00949.01,0,0,0,0,12.53248222,1145.9,66.7
KIC 9772531,CANDIDATE,K00950.01,0,0,0,0,31.201692472,34513.7,607.4
KIC 9775938,CONFIRMED,K00951.01,0,0,0,0,13.19720694,2141.4,116.2
KIC 8176653,FALSE POSITIVE,K01016.01,0,0,1,0,2.866680334,712.4,43.0
KIC 8174625,CONFIRMED,K01017.01,0,0,0,0,17.44486016,826.9,46.0
KIC 8183911,FALSE POSITIVE,K01018.01,0,0,1,0,8.30697421,158.7,17.4
KIC 8179973,FALSE POSITIVE,K01019.01,1,0,0,0,2.49705175,,
KIC 10157458,CONFIRMED,K01083.01,0,0,0,0,7.33685101,325.8,21.6
KIC 4649305,FALSE POSITIVE,K00143.01,0,1,0,0,22.65117451,2250,170.1
KIC 10148521,FALSE POSITIVE,K01084.01,0,0,1,0,1.204274435,185.8,34.7
KIC 10118816,CONFIRMED,K01085.01,0,0,0,0,7.71790675,306.8,12.6
KIC 10122255,CONFIRMED,K01086.01,0,0,0,0,27.6652847,469.2,36.1
KIC 3124412,FALSE POSITIVE,K01087.01,0,1,1,1,0.948950734,2133,238.6
KIC 3835670,CONFIRMED,K00149.01,0,0,0,0,14.55730897,956.9,200.0
KIC 10287248,FALSE POSITIVE,K01152.01,0,1,1,0,4.722254104,82670,314.1
KIC 10351767,FALSE POSITIVE,K01153.01,1,0,0,0,0.635069939,33117.3,578.6
KIC 10295951,CANDIDATE,K01154.01,0,0,0,0,6.810823723,14446.8,1441.9
KIC 10342041,FALSE POSITIVE,K01155.01,0,0,1,1,0.933746515,2936.6,549.5
KIC 10514770,FALSE POSITIVE,K01156.01,0,1,0,0,1.872421727,3018.9,179.0
KIC 9787239,CONFIRMED,K00952.01,0,0,0,0,5.90127815,1525.2,56.6
KIC 2309719,FALSE POSITIVE,K01020.01,0,1,0,0,54.35635067,10510.4,628.1
KIC 2558363,FALSE POSITIVE,K01021.01,0,0,1,1,0.54624855,639.7,42.9
KIC 2716853,CONFIRMED,K01022.01,0,0,0,0,18.82744023,1006.2,29.5
KIC 2445154,FALSE POSITIVE,K01023.01,0,0,1,1,8.4120069,819.6,39.7
KIC 2715135,CONFIRMED,K01024.01,0,0,0,0,5.747711909,820.1,51.7
KIC 3113266,FALSE POSITIVE,K01088.01,0,1,1,0,0.995861402,4993.8,272.0
KIC 3247268,CONFIRMED,K01089.01,0,0,0,0,86.67856052,8244.1,318.3
KIC 3232859,FALSE POSITIVE,K01090.01,0,1,1,0,8.387210055,4952,180.6
KIC 3098184,FALSE POSITIVE,K01091.01,0,1,0,1,15.2384539,7019,56.0
KIC 2720309,FALSE POSITIVE,K01092.01,0,0,0,0,0.413334492,2025.1,236.9
KIC 10342065,FALSE POSITIVE,K01157.01,0,0,1,1,0.93374614,1717.5,365.7
KIC 10352945,FALSE POSITIVE,K01158.01,0,0,1,1,6.47179275,402.5,30.7
KIC 10354039,CONFIRMED,K01159.01,0,0,0,0,64.617518,2486.6,61.9
KIC 10330115,CONFIRMED,K01160.01,0,0,0,0,13.21409607,1154.8,38.0
KIC 10426656,CONFIRMED,K01161.01,0,0,0,0,6.05729966,385.2,35.1
KIC 9820483,CONFIRMED,K00953.01,0,0,0,0,3.584101048,2608.1,166.3
KIC 9941662,CONFIRMED,K00013.01,0,1,0,0,1.763587535,4590.6,4061.9
KIC 7778437,CONFIRMED,K00131.01,0,0,0,0,5.014234733,6536,794.3
KIC 9823457,CONFIRMED,K00954.01,0,0,0,0,8.11528727,834.9,59.1
KIC 2574201,FALSE POSITIVE,K01025.01,0,1,1,0,37.4783492,1467.9,18.3
KIC 2166206,FALSE POSITIVE,K01028.01,0,0,1,1,8.09695764,283.5,35.4
KIC 2164169,CONFIRMED,K01029.01,0,0,0,0,32.3122867,677.8,33.6
KIC 2574338,CONFIRMED,K01030.01,0,0,0,0,9.22961384,492.1,19.3
KIC 2584163,CONFIRMED,K01031.01,0,0,0,0,14.5598556,290.6,15.6
KIC 4180280,CONFIRMED,K00144.01,0,0,0,0,4.176254191,1360.1,249.7
KIC 3239636,FALSE POSITIVE,K01093.01,1,0,1,0,0.528755447,408.5,100.1
KIC 2721030,CONFIRMED,K01094.01,0,0,0,0,6.10027621,766.6,43.2
KIC 3329204,CANDIDATE,K01095.01,0,0,0,0,51.59809554,5869.2,79.7
KIC 3230491,CANDIDATE,K01096.01,0,0,0,0,1500,9592,62.5
KIC 3340070,FALSE POSITIVE,K01097.01,0,0,0,0,10.9110487,401.9,28.3
KIC 10528068,CONFIRMED,K01162.01,0,0,0,0,158.6850022,898.3,97.4
KIC 10468940,CONFIRMED,K01163.01,0,0,0,0,2.936527336,352.3,34.7
KIC 9825625,CONFIRMED,K00955.01,0,0,0,0,7.03902016,529.8,54.3
KIC 9875711,CONFIRMED,K00956.01,0,0,0,0,8.360870704,2039.7,120.9
KIC 7661409,FALSE POSITIVE,K00957.01,0,0,1,0,3.14051153,1444.4,139.5
KIC 1026957,CONFIRMED,K00958.01,0,0,0,0,21.76129812,1300.7,60.0
KIC 10002261,FALSE POSITIVE,K00959.01,0,1,0,0,12.713794177,36718.7,2981.3
KIC 8176650,FALSE POSITIVE,K00960.01,0,1,0,0,15.801100028,37545,1642.2
KIC 2162635,CANDIDATE,K01032.01,0,0,0,0,1500.1406772,4129.9,83.3
KIC 5899544,FALSE POSITIVE,K01034.01,0,0,1,0,1.739428983,5897.4,130.0
KIC 5963222,FALSE POSITIVE,K01035.01,0,1,1,0,1.217266418,5811.5,603.4
KIC 5982353,FALSE POSITIVE,K01036.01,0,1,0,0,19.563092517,12992.2,2477.0
KIC 6205468,FALSE POSITIVE,K01037.01,0,1,1,1,3.7228551,2969.2,294.8
KIC 8506766,FALSE POSITIVE,K00138.01,0,1,0,0,48.93786896,7240.1,445.7
KIC 3240706,FALSE POSITIVE,K01098.01,0,1,1,0,5.48990788,598.9,36.7
KIC 2853093,CONFIRMED,K01099.01,0,0,0,0,161.5278347,4653.6,54.7
KIC 3228824,FALSE POSITIVE,K01100.01,1,0,1,1,0.73093905,451.1,52.4
KIC 3245969,CONFIRMED,K01101.01,0,0,0,0,11.39102358,448.6,10.5
KIC 10341831,FALSE POSITIVE,K01164.01,0,0,1,1,0.933749941,415.3,88.8
KIC 10337517,CONFIRMED,K01165.01,0,0,0,0,7.053934488,511.5,56.3
KIC 10351231,CONFIRMED,K01166.01,0,0,0,0,7.6746614,503,20.8
KIC 10485179,FALSE POSITIVE,K01167.01,1,0,1,1,0.445275074,254.7,86.3
KIC 8561063,CONFIRMED,K00961.01,0,0,0,0,1.213770423,1821,111.4
KIC 8892910,FALSE POSITIVE,K00132.01,0,1,0,0,10.810132734,6165.2,806.5
KIC 10657664,FALSE POSITIVE,K00964.01,0,1,0,0,3.273699006,6862.8,1293.1
KIC 3337351,FALSE POSITIVE,K00965.01,0,1,1,1,7.047103499,71318,274.9
KIC 6153201,FALSE POSITIVE,K01038.01,0,0,0,1,0.530300102,3040,207.4
KIC 5802486,FALSE POSITIVE,K01039.01,0,1,1,0,1.073917869,1926.6,137.5
KIC 5817553,FALSE POSITIVE,K01040.01,1,0,1,1,4.206096814,1298.1,149.3
KIC 5982368,FALSE POSITIVE,K01041.01,0,1,1,1,19.56313723,5536,157.8
KIC 5816811,FALSE POSITIVE,K01042.01,0,1,1,1,2.227718792,1039,124.3
KIC 5816165,FALSE POSITIVE,K01043.01,0,1,0,0,0.591914504,1057.7,56.3
KIC 7102227,CONFIRMED,K01360.01,0,0,0,0,36.7704935,1346.6,40.8
KIC 6960913,CONFIRMED,K01361.01,0,0,0,0,59.8780258,1419.1,51.8
KIC 6837146,CANDIDATE,K01362.01,0,0,0,0,20.51360192,1174.1,32.3
KIC 11122894,CONFIRMED,K01426.02,0,0,0,0,74.92768653,4119.2,161.5
KIC 11129738,CONFIRMED,K01427.01,0,0,0,0,2.613020421,599.7,31.1
KIC 11401182,CONFIRMED,K01428.01,0,0,0,0,0.927859786,515.3,99.8
KIC 11030711,CONFIRMED,K01429.01,0,0,0,0,205.912735,2378.8,49.4
KIC 11512246,CONFIRMED,K00168.03,0,0,0,0,7.10695741,131,33.8
KIC 6607286,CANDIDATE,K01239.01,0,0,0,0,0.783276173,264.7,46.9
KIC 6690082,CONFIRMED,K01240.01,0,0,0,0,2.1395563,266.1,48.9
KIC 6448890,CONFIRMED,K01241.01,0,0,0,0,21.4054422,409.3,60.9
KIC 10730034,CONFIRMED,K01305.01,0,0,0,0,2.633852528,259.8,23.3
KIC 10858691,CONFIRMED,K01306.01,0,0,0,0,1.796320953,210.9,22.1
KIC 8107380,CONFIRMED,K00162.01,0,0,0,0,14.00640392,716.4,109.3
KIC 6936909,CONFIRMED,K01363.01,0,0,0,0,3.546531809,442.7,26.4
KIC 6962977,CONFIRMED,K01364.01,0,0,0,0,20.8341497,803.1,26.2
KIC 11176127,CONFIRMED,K01430.01,0,0,0,0,10.47548084,1070.7,40.3
KIC 11075279,CANDIDATE,K01431.01,0,0,0,0,345.1589354,5087.9,197.9
KIC 11014932,CONFIRMED,K01432.01,0,0,0,0,6.88595222,428.5,34.5
KIC 6607447,CANDIDATE,K01242.01,0,0,0,0,99.6442783,3215.6,163.2
KIC 6677256,FALSE POSITIVE,K01243.01,0,1,1,1,3.125814002,238.8,32.0
KIC 8030148,CONFIRMED,K00155.01,0,0,0,0,5.660669429,737.8,201.1
KIC 6692833,FALSE POSITIVE,K01244.01,0,0,1,0,10.80487163,292.7,27.4
KIC 6693640,CONFIRMED,K01245.01,0,0,0,0,13.71938426,316.4,48.3
KIC 10973814,CONFIRMED,K01307.01,0,0,0,0,44.8520997,780.8,33.0
KIC 6541920,CONFIRMED,K00157.05,0,0,0,0,118.3786735,1083.3,83.1
KIC 10586208,CONFIRMED,K01308.01,0,0,0,0,23.58444746,429.2,42.8
KIC 7174351,FALSE POSITIVE,K01365.01,0,0,1,1,1.487084251,295.7,17.9
KIC 6932987,CONFIRMED,K01366.01,0,0,0,0,19.25404023,987.7,50.7
KIC 11288505,CONFIRMED,K01433.01,0,0,0,0,19.80787763,616.3,20.1
KIC 11493431,CONFIRMED,K01434.01,0,0,0,0,2.343230566,246.5,23.9
KIC 6441738,CANDIDATE,K01246.01,0,0,0,0,19.03723442,401.3,25.3
KIC 8801343,FALSE POSITIVE,K01247.01,0,1,0,0,2.73987398,20632.2,1454.3
KIC 8488878,FALSE POSITIVE,K01248.01,0,1,0,0,5.801880653,41924,396.8
KIC 8560285,FALSE POSITIVE,K01249.01,0,1,0,0,85.34092607,51746.2,898.4
KIC 8620565,FALSE POSITIVE,K01250.01,0,1,1,1,0.782045734,16185,272.3
KIC 8616873,CANDIDATE,K01251.01,0,0,0,0,0.576078683,10084.8,426.0
KIC 10854768,CONFIRMED,K01309.01,0,0,0,0,10.1171684,288.7,50.6
KIC 10964440,CONFIRMED,K01310.01,0,0,0,0,19.12947603,451.2,31.7
KIC 10713616,CONFIRMED,K01311.01,0,0,0,0,83.5781976,630.8,54.9
KIC 10963242,CONFIRMED,K01312.01,0,0,0,0,6.1469956,249.6,25.8
KIC 10785538,FALSE POSITIVE,K01313.01,0,1,1,0,0.522457732,143.8,48.2
KIC 8191672,CONFIRMED,K00018.01,0,1,0,0,3.548465446,7251.5,2486.5
KIC 6851425,CONFIRMED,K00163.01,0,0,0,0,11.1199028,636.3,100.3
KIC 6934291,CONFIRMED,K01367.01,0,0,0,0,0.567856484,334.8,53.8
KIC 7357531,FALSE POSITIVE,K01368.01,0,1,1,0,251.0597249,7419.8,110.3
KIC 6185711,FALSE POSITIVE,K00169.01,0,0,1,1,11.70219638,639.7,41.3
KIC 11037335,CONFIRMED,K01435.01,0,0,0,0,40.7150498,563.9,56.4
KIC 11389771,CONFIRMED,K01436.01,0,0,0,0,2.508553286,211.6,26.8
KIC 8737796,FALSE POSITIVE,K01252.01,1,0,1,0,0.885747456,895.2,203.6
KIC 8462258,FALSE POSITIVE,K01253.01,0,0,1,0,3.611541977,2972.3,167.1
KIC 10925104,CONFIRMED,K00156.01,0,0,0,0,8.041347775,591,77.5
KIC 8454250,FALSE POSITIVE,K01254.01,0,0,1,0,5.082722475,1974.1,95.5
KIC 8494263,CANDIDATE,K01255.01,0,0,0,0,78.9257421,17972,85.2
KIC 8848271,FALSE POSITIVE,K01256.01,0,1,1,0,9.991625291,3450.5,220.3
KIC 10585852,CONFIRMED,K01314.01,0,0,0,0,8.57504983,160.6,36.9
KIC 10928043,CANDIDATE,K01315.01,0,0,0,0,6.84639884,149.7,36.3
KIC 10794087,CONFIRMED,K01316.01,0,0,0,0,7.64970832,55.4,28.5
KIC 4275739,FALSE POSITIVE,K01317.01,0,1,0,0,2.171827838,42086,300.6
KIC 7287415,CONFIRMED,K01369.01,0,0,0,0,3.016182013,222.5,31.9
KIC 6924203,CONFIRMED,K01370.01,0,0,0,0,6.8833761,458.4,28.1
KIC 6878167,FALSE POSITIVE,K01371.01,0,1,1,0,0.833980196,261.2,56.9
KIC 6880531,FALSE POSITIVE,K01372.01,1,0,0,0,69.62754202,,
KIC 6863839,FALSE POSITIVE,K01373.01,0,0,1,1,1.926353494,185.1,36.9
KIC 7296086,FALSE POSITIVE,K01374.01,0,0,1,1,0.890737359,195.8,37.7
KIC 11599038,CONFIRMED,K01437.01,0,0,0,0,7.01733571,255.5,15.5
KIC 11193263,CONFIRMED,K01438.01,0,0,0,0,6.91134223,201.7,44.0
KIC 11027624,CONFIRMED,K01439.01,0,0,0,0,394.6249514,2013.3,234.6
KIC 11032227,CONFIRMED,K01440.01,0,0,0,0,7.19304935,255.3,19.0
KIC 8751933,CONFIRMED,K01257.01,0,0,0,0,86.64764448,7311.6,241.9
KIC 8630788,CONFIRMED,K01258.01,0,0,0,0,36.33750453,2828.4,96.8
KIC 8823426,FALSE POSITIVE,K01259.01,0,1,1,1,1.506507172,880.9,86.7
KIC 4070376,FALSE POSITIVE,K01318.01,0,1,0,0,1.634614356,19761.5,376.5
KIC 4078157,FALSE POSITIVE,K01319.01,0,1,0,0,16.025018977,29090,257.8
KIC 4164994,CONFIRMED,K01320.01,0,0,0,0,10.50682978,13355.5,343.4
KIC 4480676,FALSE POSITIVE,K01321.01,0,1,0,0,0.711966971,6227.5,392.2
KIC 4079535,FALSE POSITIVE,K01322.01,0,1,1,1,17.72724392,16878,109.7
KIC 6766634,CONFIRMED,K01375.01,0,0,0,0,321.2124365,2358.6,81.7
KIC 6774826,FALSE POSITIVE,K01376.01,0,0,1,0,7.13895376,254.2,32.9
KIC 5652237,FALSE POSITIVE,K00164.01,0,1,1,1,4.4645454,194.3,37.6
KIC 7211469,CONFIRMED,K01377.01,0,0,0,0,11.29689442,198.5,20.9
KIC 7375795,FALSE POSITIVE,K01378.01,0,0,1,0,19.30112039,232.3,45.0
KIC 7255336,FALSE POSITIVE,K00019.01,0,1,0,0,1.20320092,2807.1,250.8
KIC 7831264,CONFIRMED,K00171.01,0,0,0,0,5.968724048,510.6,107.1
KIC 7802136,FALSE POSITIVE,K01449.01,0,1,0,0,10.980246199,50078,1555.4
KIC 7532973,CONFIRMED,K01450.01,0,1,0,0,2.144632238,19836.9,334.8
KIC 9632895,FALSE POSITIVE,K01451.01,0,1,0,0,27.32204488,77474.5,3622.7
KIC 7449844,FALSE POSITIVE,K01452.01,0,1,0,0,1.152216965,12072,104.5
KIC 8766222,FALSE POSITIVE,K01260.01,0,1,1,1,5.2972293,1210.5,31.8
KIC 8678594,CONFIRMED,K01261.01,0,0,0,0,133.460999,5032.9,162.3
KIC 8703884,FALSE POSITIVE,K01262.01,0,0,1,1,14.17098745,3070.8,93.6
KIC 8560840,FALSE POSITIVE,K01263.01,0,1,1,1,31.9734169,1414.4,62.5
KIC 4076098,CONFIRMED,K01323.01,0,0,0,0,3.990105908,6154.9,247.8
KIC 4551328,FALSE POSITIVE,K01324.01,0,1,1,0,0.52205862,1381.3,169.0
KIC 4282872,CONFIRMED,K01325.01,0,0,0,0,10.035381809,2829.7,150.9
KIC 4639868,FALSE POSITIVE,K01326.01,0,1,0,0,53.100942624,19981.1,1108.5
KIC 10555375,FALSE POSITIVE,K00158.01,0,0,1,1,5.80181368,269.6,35.3
KIC 4372768,FALSE POSITIVE,K01327.01,0,1,1,1,15.6402515,800.3,19.3
KIC 7211221,CONFIRMED,K01379.01,0,0,0,0,5.62154315,172.3,35.3
KIC 7025526,FALSE POSITIVE,K01380.01,0,1,1,1,1.074106954,64.5,48.5
KIC 9451127,FALSE POSITIVE,K01381.01,0,1,0,0,5.117401517,62929,456.6
KIC 9446824,FALSE POSITIVE,K01382.01,0,1,0,0,4.20233673,45982,258.8
KIC 11356260,CONFIRMED,K01441.01,0,0,0,0,8.50698069,295.5,20.7
KIC 11044770,FALSE POSITIVE,K00170.01,0,1,1,1,15.60865244,311.4,46.9
KIC 11600889,CONFIRMED,K01442.01,0,0,0,0,0.669310092,131.8,75.3
KIC 11197126,FALSE POSITIVE,K01443.01,0,1,1,0,4.494498254,248.2,39.3
KIC 11043167,CONFIRMED,K01444.01,0,0,0,0,44.9306706,438.4,33.8
KIC 8612847,CONFIRMED,K01264.01,0,0,0,0,14.13175309,1033,40.1
